ID,Smiles_Detected,Last_Location,Location_History,Timestamp
240,0,"((212, 204), (265, 257))","[((219, 205), (272, 258)), ((220, 205), (273, 258)), ((219, 205), (272, 258)), ((219, 204), (272, 257)), ((219, 204), (272, 257)), ((212, 204), (265, 257))]",2018-11-19 11:51:00
241,0,"((205, 204), (258, 257))","[((205, 204), (258, 257))]",2018-11-19 11:51:06
242,0,"((328, 206), (385, 263))","[((328, 206), (385, 263))]",2018-11-19 11:51:07
243,0,"((511, 259), (551, 299))","[((511, 259), (551, 299))]",2018-11-19 11:51:57
244,0,"((146, 218), (199, 271))","[((151, 221), (196, 266)), ((146, 218), (199, 271))]",2018-11-19 11:52:54
245,0,"((150, 233), (194, 277))","[((150, 233), (194, 277))]",2018-11-19 11:52:56
246,0,"((152, 232), (201, 281))","[((154, 234), (199, 279)), ((152, 232), (201, 281))]",2018-11-19 11:53:00
247,0,"((127, 236), (170, 279))","[((127, 236), (170, 279))]",2018-11-19 11:53:03
248,0,"((312, 249), (347, 284))","[((306, 244), (341, 279)), ((312, 249), (347, 284))]",2018-11-19 11:53:24
249,0,"((199, 109), (350, 260))","[((199, 109), (350, 260))]",2018-11-19 11:54:14
250,0,"((192, 108), (343, 259))","[((192, 108), (343, 259))]",2018-11-19 11:55:42
251,0,"((463, 234), (527, 298))","[((463, 234), (527, 298))]",2018-11-19 12:00:21
252,0,"((163, 201), (209, 247))","[((163, 201), (209, 247))]",2018-11-19 12:00:23
253,0,"((154, 216), (209, 271))","[((154, 216), (209, 271))]",2018-11-19 12:01:58
254,0,"((186, 258), (337, 409))","[((203, 270), (319, 386)), ((186, 258), (337, 409))]",2018-11-19 12:02:27
255,1,"((69, 233), (103, 267))","[((69, 233), (103, 267))]",2018-11-19 12:02:30
256,1,"((415, 280), (468, 333))","[((415, 280), (468, 333))]",2018-11-19 12:02:49
257,0,"((326, 177), (443, 294))","[((326, 177), (443, 294))]",2018-11-19 12:02:55
